what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258452322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258499110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1324258513866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258661611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258859451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258860704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258860796
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324258878763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324258881992
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1324258906351
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324258908291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258909768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324258924699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324258966232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1324258969078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324258971444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1324258975013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324258983685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1324258984849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1324259028785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1324259038822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324259039388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1324259042450
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259045305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259046643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259046734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259053716
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1324259071652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259074445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259075761
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1324259082480
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1324259082519
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1324259128887
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324259138537
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ExpressionView",1324259144899
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1324259153598
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1324259153694
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1324259154854
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324259156936
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1324259158578
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1324259158624
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324259160249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259210408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259241787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259242960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259368014
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324259371439
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1324259372084
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1324259378964
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324259383998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1324259384756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259385139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259386271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259403393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259405640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1324259409285
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259410848
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259412368
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1324259427090
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1324259427168
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324259466432
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1324259467975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1324259468933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1324259469873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259470023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259471161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324259480258
